,id,owner,reels_id,has_audio,video_url,views,caption,comment,timestamp,likes,location,pinned,product_type
746,750,"{'id': '49963962660', 'username': 'horseologyinc'}",3633206943113136037,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQNrIpGaeRXlSHeu5ztCXQZp941BENcpLg5u5odyPUsRod6_cPahaNarxxiJdJGpPRAXEL-aGAdbaANU2N-fhnwbaLqdt5me1zXAPOU.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=102&vs=476307202238435_1762830103&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83MzRBOTAwQ0NDREQyQ0U0ODkyMjhEQTdBNzEzODJCMl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTHdmcngzYU9OWFpaQndDQURWZlFtYnpFWjFwYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsagi8Xo94pAFQIoAkMzLBdAIMzMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfLYghZf1JsgjGkgOqlGCcsYlYsJvNRI7WoV75MSGzAS-A&oe=683E32E4&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': '🏆 Who’s Your Pick for the Preakness? 🏇 It’s the second jewel of the Triple Crown—and we want to hear from you! Drop your pick in the comments 🗳️—are you going with the favorite, a long shot, or just choosing by coolest name (no judgment 😉)? \n#Preakness2025 #TripleCrownSeason #horseOlogy'}}]}",{'count': 8},2025-05-15 20:00:29,53,null,,clips
747,751,"{'id': '49963962660', 'username': 'horseologyinc'}",3632449276183193243,False,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQMXYXgKDC_dkMxWtUzJglRX5Pzo0X-shEWFAa0E1OitoRCVNlLbW4iRmgB--YdmMTwVqIBtj0all3Vya6K0d4oC5gwMgV1xS3U9mXk.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjg1OC5iYXNlbGluZSJ9&_nc_cat=108&vs=1627696584571707_522941921&_nc_vs=HBkcFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80MjQxMDdBQ0MwODdDQUY4RDI4RDJCNjY0NjE4MTg4Q192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAKAAYABsAFQAAJujAkqbVrr8%2FFQIoAkMzLBdAFMzMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfLV1xVBRSlSUNgBUOYVFPogGDR7gg7ogk3KJh68KqGKZQ&oe=683E465C&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': 'Math is a true gentle giant with a heart full of personality—and he’s ready to find his forever person. RRP Eligible and well-known to our team, he’s been in our program long enough for us to say: this guy just wants to be loved and spoiled! Due to a past throat surgery, he may make a little noise under saddle—but he has no restrictions and lots of potential. 🎥 Videos available—Link in profile to learn more and fill out application. \n#RRPEligible #horseOlogyEncore #ThoroughbredAftercare'}}]}",{'count': 0},2025-05-14 17:56:17,7,null,,clips
748,752,"{'id': '49963962660', 'username': 'horseologyinc'}",3629392747397697494,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQNWM4aCSX3R2vBuHnAb5hwAQB1v2kVqmqrCkaQYWTEFzgp2JSXYkPYij2_KEXzZp3J8Ykm-An5iaGGjIkglewJ_frVn0iO2cC0jLO4.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=109&vs=1201868071728516_920914171&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81MzRDNDM5OUU3M0JBOTZFNzg3RjRCM0UxN0Y0RTZBQ192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTUN0angwVEpxRVNyUlFDQVBIVUlLOG5WUWdhYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpKWz%2FSvq%2FVAFQIoAkMzLBdAIBDlYEGJNxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfLco_FkrkBNmWlrCyuw5uxjBbJbEsEAF4hjx-k552AKgg&oe=683E4AA2&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': 'It’s Dog Mom Day, and we’re celebrating the four-legged “kids” who always show up with muddy paws and unconditional love. 🐾 #DogsofhorseOlogy 🐶 Tag your favorite dog mom and show her some love today!#DogMomDay \tJena Antonucci White Lilac DPEG Marketing'}}]}",{'count': 0},2025-05-10 12:42:51,6,null,,clips
749,745,"{'id': '51058742545', 'username': 'maxmorinperformancehorses'}",3605843010315311548,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQNCmh2eyPTm6IyMD_RN4uEISkgB1Ola2xScLvtZ6x52RPC_ygYwgyXK-shesB6WrWscakomi5uzV7UL4McJUEHQ-Lj8ENtJ1z15x50.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=101&vs=405968622610188_274249761&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83MzQ2MDJCQzk4MzU3RUZENzQ5M0NFM0IxRkZENUNCRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HUDBkRngxdWxLay1ENnNGQUxXNWJkUTd4VVkzYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpSD39Sx35JAFQIoAkMzLBdAN4hysCDEnBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfI1wERKmrvB4doLkSHVz1xdqMyexJcL1wXJy8W-TMM_fw&oe=683E33CA&_nc_sid=8b3546,465,"{'edges': [{'node': {'text': 'We are passionate about making excellent two year old prospects. We have a wide range of bloodlines and price ranges. Whether you’re in the market to buy OR sell a two-year old, we’d love to help you!\n\n☎️Call Max 615-710-4486 ☎️\n\nEmily Thurner Photography\nJM Pictures\nCross J Tack\nSerna Custom Boots\nClassic Equine\nJW Brooks Custom Hat Company\n\n#Corro #Donrichsaddlery #Crossjtack #Donrichteamrider #Shopdonrichsaddle #Corroteamrider #Onesourceforallthingshorse #Shopcorro #Hatmanjack #Reining #Reininghorse #Reiningprospects #Horsemanship #Horseman #Coltstarting #Maxmorin #NRHA #Nrhafuturity #AQHA #APHA #Horse #Western #Westernriding #Westernlifestyle #Clinic #Clinician #Horseforsale #Topprospects #Twomindsoneride #Cowboy'}}]}",{'count': 2},2025-04-08 00:53:49,104,null,,clips
750,748,"{'id': '51058742545', 'username': 'maxmorinperformancehorses'}",3598252227681959708,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQOBnLUxIV5CIpZ38tZ-TWnVOMUZXu17vqdBf9XAFNut_gJqBpKzGpt7V8GP2KD_gFQeF_JYTTeOLfJ8SpfQCUnMVfA1p9OllxJvPkw.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=102&vs=521282257699084_475509052&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84NjQzQTI5NTc5OTdFQ0RDNEFBMDNFQzJFQzU4MzFBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQnphLVJ4aVFfcDh4dUFFQU1ReWplYml5RkVRYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtyxgLPr7so%2FFQIoAkMzLBdAXdMzMzMzMxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfJ_BIfm55Kb62eL7CTZi0RIW06gXTtdhSRynoexEphT_Q&oe=683E298C&_nc_sid=8b3546,354,{'edges': [{'node': {'text': 'Here are three steps that I use on my two year olds to build a solid foundation for a confident turn around. \nVideo by Emily Thurner Photography\nCross J Tack\nshopcorro\nJW Brooks Custom Hat Company\nJM Pictures\n.\n#Corro #Donrichsaddlery #Crossjtack #Donrichteamrider #Shopdonrichsaddle #Corroteamrider #Onesourceforallthingshorse #Shopcorro #Hatmanjack #Reining #Reininghorse #Reiningprospects #Horsemanship #Horseman #Coltstarting #Maxmorin #NRHA #Nrhafuturity #AQHA #APHA #Horse #Western #Westernriding #Westernlifestyle #Clinic #Clinician #Horseforsale #Topprospects #Twomindsoneride #Cowboy'}}]},{'count': 3},2025-03-28 13:32:32,99,null,,clips
751,749,"{'id': '51058742545', 'username': 'maxmorinperformancehorses'}",3587360138341468740,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQOxrFYQTEdOjUTjlIMid2Q4agaHCutRJyQMidX3vTYVFHXN3jCFl7ps51B_sZ7kTccbzZ_KOrlB_7jVOmhlEWm-jnYhqY12IEZ4Mks.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=101&vs=1702821287328921_3868324563&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yQzQ1MjBCMTM4MjE0RDM4M0E0RDYyNjlENTNEMzQ5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRnBiMVJ6NHkzRVZjNWdFQU5IVkJnMDl2VG9VYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJuKVho69%2BqdAFQIoAkMzLBdAVoAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfK934lYCqkzGwFM1SGqASrq6m2U-AEEMIBdLxuyezKKjA&oe=683E594B&_nc_sid=8b3546,823,{'edges': [{'node': {'text': '✨Come along for the ride !✨We are looking forward to sharing some short tip videos about our horsemanship and training methods. These tip videos will be focused on crafting excellent two year old reining prospects. We hope these videos help you on your everyday training journey.  Cross J Tack  Serna Custom Boots Emily Thurner Photography JM Pictures Corro  #Corro #Donrichsaddlery #Crossjtack #Donrichteamrider #Shopdonrichsaddle #Corroteamrider #Onesourceforallthingshorse #Shopcorro #Hatmanjack #Reining #Reininghorse #Reiningprospects #Horsemanship #Horseman #Coltstarting #Maxmorin #NRHA #Nrhafuturity #AQHA #APHA #Horse #Western #Westernriding #Westernlifestyle #Clinic #Clinician #Horseforsale #Topprospects #Twomindsoneride #Cowboy'}}]},{'count': 7},2025-03-13 12:51:48,137,null,,clips
752,756,"{'id': '1416670843', 'username': 'horsejournalist'}",3123188546530428052,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m82/AQMIdS158WuSb1gZBmGf--nZWtCr4D7uqjXI300mVV5_Qu0hnP7ck3JSGkbtWAUa7vjNdq_fyLINcCN0V1U7lVpU9z3cfVnQxU3lwno.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=103&vs=797701595290612_3026072638&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8zQzQ4NEM1NDM4OUNGRjBDMTAxRjQyQzMwRjUzNEM4QV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQ3VrRmhYUFBUN1d6bU1BQUEtSUR5YXhCTElJYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqbCkpWs18xAFQIoAkMzLBdARlmZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfIMzF0uKhUNl0AvtB7YlX8uhB1JnvrV1eLtK53nzTsGuw&oe=683E3B2A&_nc_sid=8b3546,39,"{'edges': [{'node': {'text': 'What a fun week. Dinner out with a college roommate, dinner out with the old gang from my 20s and the hubby and kid at Boonedogs, a pool party and flower picking, the new Transformers movie, shopping for my upcoming trip to Arizona, reading, back to crocheting, and a massage. Haven’t had such a fun week in a while.'}}]}",{'count': 0},2023-06-12 02:29:40,7,null,,clips
753,761,"{'id': '55965150499', 'username': 'oswoodstallionstation'}",3584473303118082527,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQOfz8p2E9u83RSAEZjxt5jZZmP7JOSPrysbp2_Oa-LdGBheHTJFQMnZF_-HfvW-tGPf-8p-LpIMf9q7uYuqy8t5ymkSg2nRDPz3Mvk.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=110&vs=657591299960534_3734531913&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83MzRGRDUzNkZBMTY3MjVCMzdGMjk0NEZEMTgxMkU4N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTE4welJ4eHc0VTlmdGNFQUxYdElPUHlRdmdkYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJoaA0MfDm4tAFQIoAkMzLBdANCIMSbpeNRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfJZPh6651ScEYzm842jKfzkiKFnasBDuSwynbw1hrWUoA&oe=683E4753&_nc_sid=8b3546,5101,"{'edges': [{'node': {'text': 'Showing us how it’s done! Resident stallion CUSTOMIZE MY DREAM and Casey Deary marked big yesterday with a 𝟐𝟐𝟖.𝟓 to win the OKRHA Ride & Slide Derby and bringing his LTE to $235,000+!\n\n🎥: @emilythurnerphoto \n\n#CustomizeMyDream #oswoodstallionstation #reining #reininghorse #okrha'}}]}",{'count': 9},2025-03-09 13:41:34,1603,null,,clips
754,762,"{'id': '15361767670', 'username': 'warrenreining'}",3395484465116841258,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m82/AQPOfvOGbTSx9VQ98dbHn7CuY0HumE-LUd0JuamgEyXPX3q1zJV5ZpaHMxE1xCPO438k2lp_S3t9JOx9bhBZqgvHX3KLtT7ycH1VJoM.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=105&vs=1897167194040848_2030471831&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8wNzQ5Q0E2QTJGMkM5NUQyRDQ4QzUxNzJGOTNCNDRCRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTWROdlJyRUdBY21uUWdFQU9IY2QyWmtYRVJXYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJoqNmbPJ25VAFQIoAkMzLBdAP%2B7ZFocrAhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfLeF6YW-z5oliLun9Cy1o0bxrd7JNzgGkrQzGabgx3CNQ&oe=683E492A&_nc_sid=8b3546,724,{'edges': [{'node': {'text': 'Who’s ready to watch these two show tomorrow in the NRHA Open Derby Finals? 🙋🏼\u200d♀️🙋🏼\u200d♀️\n\nDraw 25 Section 1 \nLil Joes Cash N Gold and Devin Warren \n\n#customizemydream \n#liljoecash \n#whizmegold\n#warrenperformancehorses \n#warrenreining \n#daretodream \n@my_little_reiners'}}]},{'count': 5},2024-06-21 19:11:56,143,"{""id"": ""213235913"", ""has_public_page"": true, ""name"": ""Oklahoma City, Oklahoma"", ""slug"": ""oklahoma-city-oklahoma""}",,clips
755,763,"{'id': '15361767670', 'username': 'warrenreining'}",3445721772675516682,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQM3EuBjAPTVychn7XqyQZyE-uoBHJQhlmiDVe1lX3jPsxnP6MaxBBcbW53RBPv1lb9OvXUk8ROFJoRhPFEwlS7LLnTcom5RtjNyQH4.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjM2MC5iYXNlbGluZSJ9&_nc_cat=107&vs=817908997209207_1415718601&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zOTQyOUM1NjkwQkYwQUE0OEQ3NUQ4MTA5MUYwOEI4Nl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRGZyUUJza2ozNzFSN0FEQUt5TnZMTTVXQmdzYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJoLYvfu708I%2FFQIoAkMzLBdAPm7ZFocrAhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfLcq32PfN82qcRAdmDYDtKoZQuCgf_W3-_-mLWm8ZmzkA&oe=683E59CF&_nc_sid=8b3546,1738,"{'edges': [{'node': {'text': 'Oops! We did it again🤷🏼\u200d♀️\nStep aside, boys! It’s time for this girl to take center stage.\n We are absolutely thrilled with DO YOU HAVETHE DREAM (Full Sibling to Customize My Dream) and CASEY DEARY’s performance in the NARS Open Futurity at the 100X Reining Classic. This marks Casey’s third year showcasing Gunna Be Custom offspring, and we are long overdue for some Mare Power 💥 \nWith a smokin 222.5 DO YOU HAVETHE DREAM and Casey were Reserve Co- Champions in the NARS L4 Derby and 3rd Overall! “Keira” is another demonstration of Gunna Be Custom’s excellence as a mare, and we can not thank God enough for these wonderful opportunities we have been blessed with\nHUGE Thank you to @dearyperformancehorses and anyone who has been apart of this journey!! \n🎥 @my_little_reiners \n#warrenperformancehorses \n#dearyperformancehorses \n#customizemydream \n#daretodream'}}]}",{'count': 1},2024-08-30 02:43:53,273,null,,clips
756,764,"{'id': '15361767670', 'username': 'warrenreining'}",3645379132792430300,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQPKcRZGgSSVq2IMPrpoEWN9TCHp7NYqwbDwiVbf4ydVnCpf-7ExORHs0uW0Y6mgQsb5wiShKxrRLWG4gB214cj2GnHKggurbLf8OVU.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=104&vs=582121564942344_763923423&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CQzRFRkRDMjEzNDcwQkExRDVGNDFGNkYxMDMzQUE4RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQzZ1N2gzQ2NxVFlWQU1GQUVGS01yZll2V3g4YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJt7jvs%2FioqJBFQIoAkMzLBdAQCIMSbpeNRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfILAQK1zPYn7oEdCknlqEYnfcEO8T1f_vFfxAP3-tP9ag&oe=683E4C71&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': 'Gotit Going On Tonite enjoying well deserved break after a successful week up at the RMRHA Columbine Classic! \nShe added $1,447.31 to her LTE bringing it to over $51,508🤩 \n\nGotit Going On Tonite: Spooks Gotta Whiz X My Darlin Tonite (LTE- $50k and counting, 2nd Dam: Darlins Not Painted POE: $815,555+) \n\n#warrenperformancehorses \n#warrenreining \n#customizemydream \n#wphbred \n#splitwaterranch \n@splitwaterranch \n#masterpieceoutdoorliving \n@masterpieceoutdoorliving \n#gracewinsllc\n#slidingRperformancehorses\n#lazySperformancehorses \n#gavinwarrenperformancehorses\n#mlhcreative\n#daretodream'}}]}",{'count': 0},2025-06-01 14:04:59,9,null,,clips
757,773,"{'id': '52903034201', 'username': 'bosprestables'}",3543924472069506651,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m69/AQMnGsqqowePhAnxcSgtCrFKz_TSutpfzSPuoWAnfkkNsJfh-NTpi550Xw-1bzuu-vda1fbEXBzq6jWrR3GWXUsg.mp4?stp=dst-mp4&efg=eyJ2aWRlb19pZCI6IjExMjg1NzU2OTE5OTQ3NzgiLCJxZV9ncm91cHMiOiJbXCJpZ19wcm9ncmVzc2l2ZV91cmxnZW4ucHJvZHVjdF90eXBlLmNsaXBzXCJdIiwidmVuY29kZV90YWciOiJpZ19wcm9ncmVzc2l2ZV91cmxnZW4uY2xpcHMuYzIuc3ZlX3NkIn0&_nc_cat=110&ccb=9-4&oh=00_AfKEgyn3Lphy4rWatggIHlET3HArfjstd6QvSzaJcZz1Kg&oe=683E3C2F&_nc_sid=8b3546,62,"{'edges': [{'node': {'text': 'Hallway Feeds, Bospre Stables'}}]}",{'count': 0},2025-01-12 14:32:23,29,null,,clips
758,771,"{'id': '43071018786', 'username': 'thehearthorsecandleco'}",3609249775976194114,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQOfg3DyHe-KZPO3Kp1PlV9feP5bGAFKzdRMF_Zpl4saE_OqQJyuNmW8R6nSAGunUoj2hUNCg65L8ju5y0jRHQ4STuAwWUqBspUiEaM.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=108&vs=1047665677212257_3691254324&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81NjRFNDNEN0U1QTkwQURDREExQTcxREEzRkYyMEFCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSzJ4UXgyd0w4S2VSd0lDQUllQ3VWcmFkX2c0YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJvSDnbmQ98w%2FFQIoAkMzLBdAIFYEGJN0vBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfJguX8Am4UCdKlmWDjH1PitpXAIpDSfmCvLU7Sl1cmwoA&oe=683E4FF7&_nc_sid=8b3546,74,{'edges': [{'node': {'text': '#eastercandles #canadianbusiness #oakvilleontario #shoplocal #coconutsoy'}}]},{'count': 0},2025-04-12 17:44:28,19,null,,clips
759,772,"{'id': '43071018786', 'username': 'thehearthorsecandleco'}",3595101366256183177,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQNfr35FgSjm0NOGVV7sgR3bMUzCa4BKYsMbc9iGVx0DtFygU-I0qE4-DIsMCBeryM5LQNyJ-9fxUAn1fe64VJEmzYa_FHdXC3hDyl0.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjQ4MC5iYXNlbGluZSJ9&_nc_cat=108&vs=661294223107883_3262756474&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjREMDBBRkUzODQ1ODVEMkZDMUQ1REVFNTI0RUQ4QV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT0FDOGh6dGVRcDJSY2dEQUlGRmZSeGZtTmtsYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsLX1MLetaJAFQIoAkMzLBdAN8zMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfJ5wshutbp3Sje8c7dc-vd8dwcSKyMO-14D1fO8uInL_Q&oe=683E5622&_nc_sid=8b3546,149,{'edges': [{'node': {'text': '#horses #sillypony #ilovemyhorse #eqestrian #horsegirls #countrylife #linedancing #hokeypokey #ridinglessons #canadianbusiness #oakville #coconutsoy'}}]},{'count': 1},2025-03-24 05:15:58,15,null,,clips
760,774,"{'id': '30161733127', 'username': 'horsetalionaire'}",2409433808275082667,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m84/AQNCPF_J1gbacL0HfDfeiI6GoSidRS6uAxr1uvqWCL3VV79-1TxEaXS-OBUKEIYqd5oGpu5RaEIOqiayZ3HyXi-m47NxPepdrNumaCE.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmZlZWQuYzIuNjQwLmJhc2VsaW5lIn0&_nc_cat=103&vs=347057957894871_1044857931&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9CNTRBREI1RTMyRTZDRjc1OUZGRTBEQUVFMjQ0MDA4NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT0lBTWhmVjN4cUlGZllNQUJid0hTVWYzaFpwYnBrd0FBQUYVAgLIARIAKAAYABsAFQAAJpTZ0cm9g5pAFQIoAkMzLBdAMt2yLQ5WBBgSZGFzaF9iYXNlbGluZV8xX3YxEQB16gdlxJ4BAA%3D%3D&ccb=9-4&oh=00_AfJorPBFMTZH0rzEHLLW4m_JN9doRgUOCXiKM6RftAWORQ&oe=683E5566&_nc_sid=8b3546,616,{'edges': [{'node': {'text': 'Pure love and affection🥰 👶❣️🐴\n#baby#love#horse#affection#bonds#race#horsesofinstagram#horseracing#shoot#photography#photooftheday#photo#photoshoot#video#usa#india#arab#japan#australia#horselove#horseriding#лошадь#اسب#حصان#gulf#europe#africa#universe#racing#joy#'}}]},{'count': 55},2020-09-30 07:22:11,334,"{""id"": ""325514787"", ""has_public_page"": true, ""name"": ""Asia, Lima, Peru"", ""slug"": ""asia-lima-peru""}",,feed
